sender,message,conversation_history,receiver
12,"Wat ik daarvan vind? Ik ben niet voor niets naar de interruptiemicrofoon gelopen toen de heer Ram dat inbracht in zijn betoog. Ik heb een andere visie daarop. Ik vind ook dat dat dit de plek is waar we elkaar hierop bevragen en aangeven waar de verschillen zitten. Nogmaals, dat wij met welke partij dan ook in een coalitie gaan, betekent niet dat wij gefuseerd zijn.","Sender: De voorzitter, Message: Dank voor uw inbreng. Er is een vraag van de heer Bamenga., Sender: De heer Bamenga, Message: Ik dank mevrouw Kamminga voor haar bijdrage. Het is ook fijn dat zij zich uitspreekt tegen de uitspraak van de PVV van zojuist dat er geen hongersnood zou zijn in Gaza. Toch wil ik mevrouw Kamminga vragen wat zij ervan vindt dat een partner waarmee ze zo direct een coalitie ingaat op deze manier feitenvrij politiek bedrijft. ",17
17,Dank u wel. Een ander onderwerp. Ik zou graag van mevrouw Kamminga willen weten of zij een relatie of samenwerking zou aangaan met een partner die onbetrouwbaar blijkt te zijn.,"Sender: De heer Bemenga, message: Ik dank mevrouw Kamminga voor haar bijdrage. Het is ook fijn dat zij zich uitspreekt tegen de uitspraak van de PVV van zojuist dat er geen hongersnood zou zijn in Gaza. Toch wil ik mevrouw Kamminga vragen wat zij ervan vindt dat een partner waarmee ze zo direct een coalitie ingaat op deze manier feitenvrij politiek bedrijft., Sender: Mevrouw Kaminga, message: Wat ik daarvan vind? Ik ben niet voor niets naar de interruptiemicrofoon gelopen toen de heer Ram dat inbracht in zijn betoog. Ik heb een andere visie daarop. Ik vind ook dat dat dit de plek is waar we elkaar hierop bevragen en aangeven waar de verschillen zitten. Nogmaals, dat wij met welke partij dan ook in een coalitie gaan, betekent niet dat wij gefuseerd zijn.",12
12,Dit is een beetje een als-danspelletje. Misschien kan de heer Bamenga meteen zijn vraag stellen. Dat lijkt me het meest overzichtelijk.,"Sender: Mevrouw Kamminga, message: Wat ik daarvan vind? Ik ben niet voor niets naar de interruptiemicrofoon gelopen toen de heer Ram dat inbracht in zijn betoog. Ik heb een andere visie daarop. Ik vind ook dat dat dit de plek is waar we elkaar hierop bevragen en aangeven waar de verschillen zitten. Nogmaals, dat wij met welke partij dan ook in een coalitie gaan, betekent niet dat wij gefuseerd zijn., Sender: De heer Bamenga, message: Dank u wel. Een ander onderwerp. Ik zou graag van mevrouw Kamminga willen weten of zij een relatie of samenwerking zou aangaan met een partner die onbetrouwbaar blijkt te zijn.",17
17,Volgens mij is de vraag heel helder en is het antwoord ja of nee. Gaat u samenwerken met een partner die onbetrouwbaar is?,"Sender: De heer Bamenga, Message: Dank u wel. Een ander onderwerp. Ik zou graag van mevrouw Kamminga willen weten of zij een relatie of samenwerking zou aangaan met een partner die onbetrouwbaar blijkt te zijn., Sender: Mevrouw Kamminga, Message: Dit is een beetje een als-danspelletje. Misschien kan de heer Bamenga meteen zijn vraag stellen. Dat lijkt me het meest overzichtelijk.",12
12,"Dat ligt heel erg aan de omstandigheden. Het ligt eraan op welk punt iemand onbetrouwbaar is, of die een trackrecord heeft op onbetrouwbaarheid, of het een vergissing is of niet, of we het kunnen onderzoeken of niet, of het een heel ander thema betreft. Dat antwoord is uiteraard niet zwart-wit. Zoals in iedere relatie, ook privé, kunt u dat nooit zo zwart-wit stellen.","Sender: Mevrouw Kamminga, Message: Dit is een beetje een als-danspelletje. Misschien kan de heer Bamenga meteen zijn vraag stellen. Dat lijkt me het meest overzichtelijk., Sender: De heer Bamenga, Message: Volgens mij is de vraag heel helder en is het antwoord ja of nee. Gaat u samenwerken met een partner die onbetrouwbaar is?",17
17,"Toch wordt er vanuit de VVD van mevrouw Kamminga aangegeven dat we beter moeten samenwerken, slimmer moeten samenwerken; noem het maar op. Maar ondertussen trekken ze zich toch terug uit de internationale rechtsorde en uit de internationale samenwerking. Ik denk dat de partners die het betreft op het moment dat dat gebeurt ons als onbetrouwbare partner kunnen zien. Hoe kijkt u daartegen aan?","Sender: De heer Bamenga, message: Volgens mij is de vraag heel helder en is het antwoord ja of nee. Gaat u samenwerken met een partner die onbetrouwbaar is?, Sender: Mevrouw Kamminga, Message: Dat ligt heel erg aan de omstandigheden. Het ligt eraan op welk punt iemand onbetrouwbaar is, of die een trackrecord heeft op onbetrouwbaarheid, of het een vergissing is of niet, of we het kunnen onderzoeken of niet, of het een heel ander thema betreft. Dat antwoord is uiteraard niet zwart-wit. Zoals in iedere relatie, ook privé, kunt u dat nooit zo zwart-wit stellen.",12
12,"Ik herken de conclusie die de heer Bamenga daaruit trekt helemaal niet. In mijn beleving staan wij namelijk juist pal voor die internationale samenwerking. Daar zijn we groot voorvechter van. We gaan die met sommige landen intensiveren. We zoeken de samenwerking met partners om ons heen nog nadrukkelijker op om het nog beter en effectiever te doen. Zo zorgen we ervoor dat waar we projecten starten en die niet kunnen afmaken, er een opvolger staat van een ander land of een andere partij. Wij gaan juist zorgen dat we landen helpen om hun eigen ontwikkeling op gang te brengen, zodat ze uiteindelijk op eigen benen kunnen staan, niet omdat wij dat zo graag willen, maar omdat ik ervan overtuigd ben dat landen dat zelf uiteindelijk ook graag willen. Dus ik herken me totaal niet in het beeld dat de heer Bamenga schetst.","Sender: Mevrouw Kamminga, message: Dat ligt heel erg aan de omstandigheden. Het ligt eraan op welk punt iemand onbetrouwbaar is, of die een trackrecord heeft op onbetrouwbaarheid, of het een vergissing is of niet, of we het kunnen onderzoeken of niet, of het een heel ander thema betreft. Dat antwoord is uiteraard niet zwart-wit. Zoals in iedere relatie, ook privé, kunt u dat nooit zo zwart-wit stellen., Sender: De heer Bamenga, message: Dat ligt heel erg aan de omstandigheden. Het ligt eraan op welk punt iemand onbetrouwbaar is, of die een trackrecord heeft op onbetrouwbaarheid, of het een vergissing is of niet, of we het kunnen onderzoeken of niet, of het een heel ander thema betreft. Dat antwoord is uiteraard niet zwart-wit. Zoals in iedere relatie, ook privé, kunt u dat nooit zo zwart-wit stellen.",17
17,"Het klinkt ontzettend wereldvreemd wat mevrouw Kamminga hier zegt. Ze zegt dat we nog sterker gaan samenwerken, terwijl er 2,5 miljard wordt bezuinigd op internationale samenwerking. Mevrouw Kamminga zegt dat we het allemaal beter gaan doen, terwijl er heel veel internationale posten gesloten worden door het beleid van de VVD. Bedrijven zijn daarvan afhankelijk voor het leveren van goederen en diensten die zij hebben, voor het garanderen van onze eigen belangen hier in Nederland, de veiligheid, vrijheid en onze portemonnee. Daar wordt met dit beleid van de VVD en van de nieuwe coalitie heel erg fors op bezuinigd. Ik snap niet hoe enerzijds flink kan worden bezuinigd en anderzijds gezegd kan worden dat we het beter gaan doen. Dit is gewoon flauwekul.","Sender: De heer Bamenga, message: Toch wordt er vanuit de VVD van mevrouw Kamminga aangegeven dat we beter moeten samenwerken, slimmer moeten samenwerken; noem het maar op. Maar ondertussen trekken ze zich toch terug uit de internationale rechtsorde en uit de internationale samenwerking. Ik denk dat de partners die het betreft op het moment dat dat gebeurt ons als onbetrouwbare partner kunnen zien. Hoe kijkt u daartegen aan?, Sender: mevrouw Kamminga, message: Ik herken de conclusie die de heer Bamenga daaruit trekt helemaal niet. In mijn beleving staan wij namelijk juist pal voor die internationale samenwerking. Daar zijn we groot voorvechter van. We gaan die met sommige landen intensiveren. We zoeken de samenwerking met partners om ons heen nog nadrukkelijker op om het nog beter en effectiever te doen. Zo zorgen we ervoor dat waar we projecten starten en die niet kunnen afmaken, er een opvolger staat van een ander land of een andere partij. Wij gaan juist zorgen dat we landen helpen om hun eigen ontwikkeling op gang te brengen, zodat ze uiteindelijk op eigen benen kunnen staan, niet omdat wij dat zo graag willen, maar omdat ik ervan overtuigd ben dat landen dat zelf uiteindelijk ook graag willen. Dus ik herken me totaal niet in het beeld dat de heer Bamenga schetst.",12
12,"Nogmaals, ik laat die woorden maar even voor de heer Bamenga, maar ik herken me daar gewoon niet in. Het is zijn interpretatie van het nieuwe hoofdlijnenakkoord, waar we later nog over gaan spreken. Nogmaals, mijn interpretatie is een andere. Daar kunt u mij ook scherp op houden, want nogmaals: ik heb niet gezegd dat we alles blijven doen in de hele wereld. Sterker nog, de VVD zegt al jaren dat je veel scherper moet kiezen: wat doe je in welke landen en wanneer kan dat betekenis hebben? Je hoeft niet in alle landen van de wereld — 189 of 191 of hoeveel het er ook zijn — te zijn en in alle landen dezelfde inzet op hetzelfde niveau te hebben. Dat ben ik wel met u eens. Dus als u dat bedoelt: helemaal waar. Wij pleiten inderdaad voor meer focus, zodat de inzet die je pleegt er ook echt toe doet en je die duurzaam en met slagkracht vooruitbrengt. Maar in het beeld dat de heer Bamenga schetst, herken ik mij niet.

Over die posten wil ik toch nog één ding zeggen. Daar hebben we deze week ook een debat over gehad. En volgens mij hebben we dat vanavond ook, dus ik zal er niet te lang over spreken. Ik heb de staatjes ook gezien, maar laat ik dan ook zeggen dat de VVD echt meer creativiteit verwacht van de nieuwe minister van Buitenlandse Zaken, die ik dat ook echt wel toevertrouw.","Sender: Mevrouw Kamminga, message: Ik herken de conclusie die de heer Bamenga daaruit trekt helemaal niet. In mijn beleving staan wij namelijk juist pal voor die internationale samenwerking. Daar zijn we groot voorvechter van. We gaan die met sommige landen intensiveren. We zoeken de samenwerking met partners om ons heen nog nadrukkelijker op om het nog beter en effectiever te doen. Zo zorgen we ervoor dat waar we projecten starten en die niet kunnen afmaken, er een opvolger staat van een ander land of een andere partij. Wij gaan juist zorgen dat we landen helpen om hun eigen ontwikkeling op gang te brengen, zodat ze uiteindelijk op eigen benen kunnen staan, niet omdat wij dat zo graag willen, maar omdat ik ervan overtuigd ben dat landen dat zelf uiteindelijk ook graag willen. Dus ik herken me totaal niet in het beeld dat de heer Bamenga schetst., Sender: De heer Bamenga, message: Het klinkt ontzettend wereldvreemd wat mevrouw Kamminga hier zegt. Ze zegt dat we nog sterker gaan samenwerken, terwijl er 2,5 miljard wordt bezuinigd op internationale samenwerking. Mevrouw Kamminga zegt dat we het allemaal beter gaan doen, terwijl er heel veel internationale posten gesloten worden door het beleid van de VVD. Bedrijven zijn daarvan afhankelijk voor het leveren van goederen en diensten die zij hebben, voor het garanderen van onze eigen belangen hier in Nederland, de veiligheid, vrijheid en onze portemonnee. Daar wordt met dit beleid van de VVD en van de nieuwe coalitie heel erg fors op bezuinigd. Ik snap niet hoe enerzijds flink kan worden bezuinigd en anderzijds gezegd kan worden dat we het beter gaan doen. Dit is gewoon flauwekul.",17
11,"Ik hoor mevrouw Kamminga zeggen dat zij wil focussen op plaatsen waar het een verschil maakt. Ik weet ook dat mevrouw Kamminga het heel belangrijk vindt dat er aandacht is en middelen beschikbaar zijn voor vrouwenrechten en bijvoorbeeld seksueel reproductieve rechten. Ik weet dat ik mevrouw Kamminga daarbij aan mijn zijde kan vinden. Het is ook mevrouw Kamminga's goed recht om te kijken naar ons voorstel en na te gaan waar de dekking uit voortkomt. Maar waar ik in de verhouding der dingen toch even over val, is het woordgebruik: het gaat in ons voorstel om een ""fors"" bedrag. Wij vragen een kruimel te herstellen van de bezuinigingen die door het huidige kabinet zijn doorgevoerd en die door de komende coalitie nog in een veel ergere mate doorgevoerd gaan worden. Het gaat over miljarden aan bezuinigingen. In totaal gaan er miljarden van Ontwikkelingssamenwerking af, en dan hoor ik mevrouw Kamminga niet zeggen: het moet ten koste gaan van iets en we weten precies waar het ten koste van gaat. Nee, die worden gewoon weggesneden, en dan zien we wel. Wij vragen om een kruimel, die 13 miljoen euro die net het verschil kan maken. Onze vraag is om dat te herstellen, om dat een nieuwe bestemming te geven, en dan hoor ik toch heel veel bezwaren. Ik zou mevrouw Kamminga toch willen uitnodigen om daarop een reflectie te geven, om dat even in de verhouding der dingen te zien. Als u vrouwenrechten écht belangrijk vindt, sta dan aan onze zijde en laat ons deze kruimel dan wel redden bij wat er te redden valt.","Sender: De heer Bamenga, message: Het klinkt ontzettend wereldvreemd wat mevrouw Kamminga hier zegt. Ze zegt dat we nog sterker gaan samenwerken, terwijl er 2,5 miljard wordt bezuinigd op internationale samenwerking. Mevrouw Kamminga zegt dat we het allemaal beter gaan doen, terwijl er heel veel internationale posten gesloten worden door het beleid van de VVD. Bedrijven zijn daarvan afhankelijk voor het leveren van goederen en diensten die zij hebben, voor het garanderen van onze eigen belangen hier in Nederland, de veiligheid, vrijheid en onze portemonnee. Daar wordt met dit beleid van de VVD en van de nieuwe coalitie heel erg fors op bezuinigd. Ik snap niet hoe enerzijds flink kan worden bezuinigd en anderzijds gezegd kan worden dat we het beter gaan doen. Dit is gewoon flauwekul., Sender: Mevrouw kamminga, message: Nogmaals, ik laat die woorden maar even voor de heer Bamenga, maar ik herken me daar gewoon niet in. Het is zijn interpretatie van het nieuwe hoofdlijnenakkoord, waar we later nog over gaan spreken. Nogmaals, mijn interpretatie is een andere. Daar kunt u mij ook scherp op houden, want nogmaals: ik heb niet gezegd dat we alles blijven doen in de hele wereld. Sterker nog, de VVD zegt al jaren dat je veel scherper moet kiezen: wat doe je in welke landen en wanneer kan dat betekenis hebben? Je hoeft niet in alle landen van de wereld — 189 of 191 of hoeveel het er ook zijn — te zijn en in alle landen dezelfde inzet op hetzelfde niveau te hebben. Dat ben ik wel met u eens. Dus als u dat bedoelt: helemaal waar. Wij pleiten inderdaad voor meer focus, zodat de inzet die je pleegt er ook echt toe doet en je die duurzaam en met slagkracht vooruitbrengt. Maar in het beeld dat de heer Bamenga schetst, herken ik mij niet.

Over die posten wil ik toch nog één ding zeggen. Daar hebben we deze week ook een debat over gehad. En volgens mij hebben we dat vanavond ook, dus ik zal er niet te lang over spreken. Ik heb de staatjes ook gezien, maar laat ik dan ook zeggen dat de VVD echt meer creativiteit verwacht van de nieuwe minister van Buitenlandse Zaken, die ik dat ook echt wel toevertrouw.",12
1,"De interrupties mogen allemaal wat korter. Ze zijn wel heel lang, maar goed. Mevrouw Kamminga.","Sender: Mevrouw Kamminga, message: Nogmaals, ik laat die woorden maar even voor de heer Bamenga, maar ik herken me daar gewoon niet in. Het is zijn interpretatie van het nieuwe hoofdlijnenakkoord, waar we later nog over gaan spreken. Nogmaals, mijn interpretatie is een andere. Daar kunt u mij ook scherp op houden, want nogmaals: ik heb niet gezegd dat we alles blijven doen in de hele wereld. Sterker nog, de VVD zegt al jaren dat je veel scherper moet kiezen: wat doe je in welke landen en wanneer kan dat betekenis hebben? Je hoeft niet in alle landen van de wereld — 189 of 191 of hoeveel het er ook zijn — te zijn en in alle landen dezelfde inzet op hetzelfde niveau te hebben. Dat ben ik wel met u eens. Dus als u dat bedoelt: helemaal waar. Wij pleiten inderdaad voor meer focus, zodat de inzet die je pleegt er ook echt toe doet en je die duurzaam en met slagkracht vooruitbrengt. Maar in het beeld dat de heer Bamenga schetst, herken ik mij niet.

Over die posten wil ik toch nog één ding zeggen. Daar hebben we deze week ook een debat over gehad. En volgens mij hebben we dat vanavond ook, dus ik zal er niet te lang over spreken. Ik heb de staatjes ook gezien, maar laat ik dan ook zeggen dat de VVD echt meer creativiteit verwacht van de nieuwe minister van Buitenlandse Zaken, die ik dat ook echt wel toevertrouw. Sender: Mevrouw Dobbe, message: Ik hoor mevrouw Kamminga zeggen dat zij wil focussen op plaatsen waar het een verschil maakt. Ik weet ook dat mevrouw Kamminga het heel belangrijk vindt dat er aandacht is en middelen beschikbaar zijn voor vrouwenrechten en bijvoorbeeld seksueel reproductieve rechten. Ik weet dat ik mevrouw Kamminga daarbij aan mijn zijde kan vinden. Het is ook mevrouw Kamminga's goed recht om te kijken naar ons voorstel en na te gaan waar de dekking uit voortkomt. Maar waar ik in de verhouding der dingen toch even over val, is het woordgebruik: het gaat in ons voorstel om een ""fors"" bedrag. Wij vragen een kruimel te herstellen van de bezuinigingen die door het huidige kabinet zijn doorgevoerd en die door de komende coalitie nog in een veel ergere mate doorgevoerd gaan worden. Het gaat over miljarden aan bezuinigingen. In totaal gaan er miljarden van Ontwikkelingssamenwerking af, en dan hoor ik mevrouw Kamminga niet zeggen: het moet ten koste gaan van iets en we weten precies waar het ten koste van gaat. Nee, die worden gewoon weggesneden, en dan zien we wel. Wij vragen om een kruimel, die 13 miljoen euro die net het verschil kan maken. Onze vraag is om dat te herstellen, om dat een nieuwe bestemming te geven, en dan hoor ik toch heel veel bezwaren. Ik zou mevrouw Kamminga toch willen uitnodigen om daarop een reflectie te geven, om dat even in de verhouding der dingen te zien. Als u vrouwenrechten écht belangrijk vindt, sta dan aan onze zijde en laat ons deze kruimel dan wel redden bij wat er te redden valt.","18, 12"
12,"Ik zal proberen een kort antwoord te geven. Ik weet niet hoe het met uw portemonnee zit, maar in mijn portemonnee is 13 miljoen echt geen kruimel en zeker niet als dat bedrag ten koste van iets anders gaat. Natuurlijk, op het grote geheel kun je zeggen: 13 miljoen. Dat ben ik met u eens, maar als we dat bij iedere miljoen blijven zeggen, is er aan het eind van de lijn altijd wel iets wat er weer vanaf gaat en waarvan het ten koste gaat. Ik vind dus dat we de zuivere weging moeten maken. Ja, ik heb altijd gepleit voor die vrouwenrechten. Ieder initiatief dat daarop wordt genomen, steun ik. Maar ik vind wel dat het moet kunnen. Ik vind ook wel dat we een eerlijke weging moeten maken: oké, als we dit doen en hiervoor kiezen, waar kiezen we dan niet voor? Ik vind dat we dat ook onder ogen moeten zien voordat we ergens ja of nee tegen zeggen. Dat hoort ook gewoon bij een ordentelijk beleid.","Sender: Mevrouw Dobbe, message: Ik hoor mevrouw Kamminga zeggen dat zij wil focussen op plaatsen waar het een verschil maakt. Ik weet ook dat mevrouw Kamminga het heel belangrijk vindt dat er aandacht is en middelen beschikbaar zijn voor vrouwenrechten en bijvoorbeeld seksueel reproductieve rechten. Ik weet dat ik mevrouw Kamminga daarbij aan mijn zijde kan vinden. Het is ook mevrouw Kamminga's goed recht om te kijken naar ons voorstel en na te gaan waar de dekking uit voortkomt. Maar waar ik in de verhouding der dingen toch even over val, is het woordgebruik: het gaat in ons voorstel om een ""fors"" bedrag. Wij vragen een kruimel te herstellen van de bezuinigingen die door het huidige kabinet zijn doorgevoerd en die door de komende coalitie nog in een veel ergere mate doorgevoerd gaan worden. Het gaat over miljarden aan bezuinigingen. In totaal gaan er miljarden van Ontwikkelingssamenwerking af, en dan hoor ik mevrouw Kamminga niet zeggen: het moet ten koste gaan van iets en we weten precies waar het ten koste van gaat. Nee, die worden gewoon weggesneden, en dan zien we wel. Wij vragen om een kruimel, die 13 miljoen euro die net het verschil kan maken. Onze vraag is om dat te herstellen, om dat een nieuwe bestemming te geven, en dan hoor ik toch heel veel bezwaren. Ik zou mevrouw Kamminga toch willen uitnodigen om daarop een reflectie te geven, om dat even in de verhouding der dingen te zien. Als u vrouwenrechten écht belangrijk vindt, sta dan aan onze zijde en laat ons deze kruimel dan wel redden bij wat er te redden valt. Sender: de voorzitter, message: De interrupties mogen allemaal wat korter. Ze zijn wel heel lang, maar goed. Mevrouw Kamminga.",11
1,"U vervolgt uw betoog. O nee, u was al klaar.","Sender: de voorzitter, message: De interrupties mogen allemaal wat korter. Ze zijn wel heel lang, maar goed. Mevrouw Kamminga., Sender: Mevrouw Kamminga, message: Ik zal proberen een kort antwoord te geven. Ik weet niet hoe het met uw portemonnee zit, maar in mijn portemonnee is 13 miljoen echt geen kruimel en zeker niet als dat bedrag ten koste van iets anders gaat. Natuurlijk, op het grote geheel kun je zeggen: 13 miljoen. Dat ben ik met u eens, maar als we dat bij iedere miljoen blijven zeggen, is er aan het eind van de lijn altijd wel iets wat er weer vanaf gaat en waarvan het ten koste gaat. Ik vind dus dat we de zuivere weging moeten maken. Ja, ik heb altijd gepleit voor die vrouwenrechten. Ieder initiatief dat daarop wordt genomen, steun ik. Maar ik vind wel dat het moet kunnen. Ik vind ook wel dat we een eerlijke weging moeten maken: oké, als we dit doen en hiervoor kiezen, waar kiezen we dan niet voor? Ik vind dat we dat ook onder ogen moeten zien voordat we ergens ja of nee tegen zeggen. Dat hoort ook gewoon bij een ordentelijk beleid.",12
12,"Ja, ik was klaar.","Sender: Mevrouw Kamminga, message: Ik zal proberen een kort antwoord te geven. Ik weet niet hoe het met uw portemonnee zit, maar in mijn portemonnee is 13 miljoen echt geen kruimel en zeker niet als dat bedrag ten koste van iets anders gaat. Natuurlijk, op het grote geheel kun je zeggen: 13 miljoen. Dat ben ik met u eens, maar als we dat bij iedere miljoen blijven zeggen, is er aan het eind van de lijn altijd wel iets wat er weer vanaf gaat en waarvan het ten koste gaat. Ik vind dus dat we de zuivere weging moeten maken. Ja, ik heb altijd gepleit voor die vrouwenrechten. Ieder initiatief dat daarop wordt genomen, steun ik. Maar ik vind wel dat het moet kunnen. Ik vind ook wel dat we een eerlijke weging moeten maken: oké, als we dit doen en hiervoor kiezen, waar kiezen we dan niet voor? Ik vind dat we dat ook onder ogen moeten zien voordat we ergens ja of nee tegen zeggen. Dat hoort ook gewoon bij een ordentelijk beleid., Sender: De voorzitter, message: U vervolgt uw betoog. O nee, u was al klaar.",1
1,We gaan vier minuten schorsen. Mij is gebleken dat er behoefte is aan een sanitaire pauze. Daarna gaat mevrouw Zeedijk haar termijn houden en daarna schorsen we een halfuur voor de lunch. Er is dus nu vier minuten geschorst.,"Sender: de voorzitter, message: U vervolgt uw betoog. O nee, u was al klaar., Sender Mevrouw Kamminga, message: Ja, ik was klaar.",18
1,Aan de orde is de voortzetting van de behandeling van de suppletoire begroting Buitenlandse Handel en Ontwikkelingssamenwerking die samenhangt met de Voorjaarsnota van dit jaar. Het woord is aan mevrouw Zeedijk. Zij spreekt namens Nieuw Sociaal Contract. Gaat uw gang.,"Sender: Mevrouw Kamminga, message: Ja, ik was klaar., Sender: de voorzitter, message: We gaan vier minuten schorsen. Mij is gebleken dat er behoefte is aan een sanitaire pauze. Daarna gaat mevrouw Zeedijk haar termijn houden en daarna schorsen we een halfuur voor de lunch. Er is dus nu vier minuten geschorst.","18, 16"
16,"Dank, voorzitter. We voeren vandaag een debat met een afzwaaiende minister. De vragen die wij voor haar hebben, staan daarom vooral in het teken van statusrapportage, een beetje terugkijken en een advies aan haar opvolger.

In de voorliggende begrotingswijzigingen zien we dat de kosten voor asielopvang alweer zijn gestegen en dat dat ook deze keer ten koste van het budget voor ontwikkelingssamenwerking gaat. Tijdens Prinsjesdag 2022, dus anderhalf jaar geleden, was voor 2024 een bedrag van ruim 3,5 miljard voor ontwikkelingssamenwerking begroot. Inmiddels ligt de begroting voor dit jaar op 3,1 miljard als je de extra budgetten voor Oekraïne en Gaza even buiten beschouwing laat. We geven aan ontwikkelingssamenwerking inmiddels dus echt ruim 10% minder uit dan dat we van plan waren te doen, en dat terwijl er meer conflicten in de wereld zijn en de mensenrechten wereldwijd steeds meer onder druk staan.

Nieuw Sociaal Contract is van mening dat het resultaat van ontwikkelingssamenwerking het product is van een lange adem en langdurig investeren in relaties met het maatschappelijke middenveld in een land. Daarom is het voor Nieuw Sociaal Contract van belang dat ook de nieuwe regering deze relaties het vertrouwen kan geven dat we ze blijven steunen. In het hoofdlijnenakkoord hebben we dan ook gepleit voor een ontkoppeling van de uitgaven voor ontwikkelingssamenwerking en asielopvang, zoals mijn collega mevrouw Hirsch dat ook al gelezen had. Die ontkoppeling is ook gebeurd. Vanaf 2027 zullen alle kosten voor eerstejaars asielopvang boven de 10% van het totale ODA-budget niet meer worden verrekend met de overige ODA-uitgaven. Het bedrag van -2,4 miljard, waar veel partijen van zijn geschrokken — dit bedrag is inmiddels ook gemeengoed geworden in de media — moet dan ook in dit licht worden bezien. De toerekening van eerstejaars asielopvang moet dalen en als dat niet gebeurt, zal dat niet meer ten koste gaan van de overige ODA-uitgaven.

Wat er overblijft aan bezuiniging is inderdaad minder budget in 2027 voor ODA-uitgaven. Dit zal waarschijnlijk betekenen dat het budget voor ontwikkelingssamenwerking niet meer kan meegroeien met de economische groei in Nederland, maar we verwachten vanaf 2027 ook niet meer een daling in euro's. Kan de minister toezeggen deze berekening op basis van de laatste cijfers voor het zomerreces op papier te zetten? Het is volgens ons namelijk van belang dat alle betrokkenen precies begrijpen wat de cijfers zijn.","Sender: De voorzitter, message: We gaan vier minuten schorsen. Mij is gebleken dat er behoefte is aan een sanitaire pauze. Daarna gaat mevrouw Zeedijk haar termijn houden en daarna schorsen we een halfuur voor de lunch. Er is dus nu vier minuten geschorst., Sender: De voorzitter, message: Aan de orde is de voortzetting van de behandeling van de suppletoire begroting Buitenlandse Handel en Ontwikkelingssamenwerking die samenhangt met de Voorjaarsnota van dit jaar. Het woord is aan mevrouw Zeedijk. Zij spreekt namens Nieuw Sociaal Contract. Gaat uw gang.",10
14,"Ik word gewoon oprecht boos van dit betoog van mevrouw Zeedijk: de inconsistentie en het lef om hier als NSC te zeggen dat langdurig commitment, je houden aan een woord en langdurige relaties belangrijk zouden zijn. Die afspraken hebben we: dat is de OESO-norm. NSC gaat er met de grootste bezuiniging op ontwikkelingssamenwerking ooit voor zorgen dat die OESO-norm verder uit het zicht komt dan ooit. Je gewoon niet houden aan afspraken, je niet houden aan duurzame relaties, je niet houden aan waar we ons op baseren als het gaat om wat we met elkaar moeten doen ... En dan houdt u hier dit betoog en begint u zelfs met de vraag waarom we minder uitgeven aan ontwikkelingssamenwerking ... U gaat er …","Sender: De voorzitter, message: Aan de orde is de voortzetting van de behandeling van de suppletoire begroting Buitenlandse Handel en Ontwikkelingssamenwerking die samenhangt met de Voorjaarsnota van dit jaar. Het woord is aan mevrouw Zeedijk. Zij spreekt namens Nieuw Sociaal Contract. Gaat uw gang., Sender: Mevrouw Zeedijk, message: Dank, voorzitter. We voeren vandaag een debat met een afzwaaiende minister. De vragen die wij voor haar hebben, staan daarom vooral in het teken van statusrapportage, een beetje terugkijken en een advies aan haar opvolger.

In de voorliggende begrotingswijzigingen zien we dat de kosten voor asielopvang alweer zijn gestegen en dat dat ook deze keer ten koste van het budget voor ontwikkelingssamenwerking gaat. Tijdens Prinsjesdag 2022, dus anderhalf jaar geleden, was voor 2024 een bedrag van ruim 3,5 miljard voor ontwikkelingssamenwerking begroot. Inmiddels ligt de begroting voor dit jaar op 3,1 miljard als je de extra budgetten voor Oekraïne en Gaza even buiten beschouwing laat. We geven aan ontwikkelingssamenwerking inmiddels dus echt ruim 10% minder uit dan dat we van plan waren te doen, en dat terwijl er meer conflicten in de wereld zijn en de mensenrechten wereldwijd steeds meer onder druk staan.

Nieuw Sociaal Contract is van mening dat het resultaat van ontwikkelingssamenwerking het product is van een lange adem en langdurig investeren in relaties met het maatschappelijke middenveld in een land. Daarom is het voor Nieuw Sociaal Contract van belang dat ook de nieuwe regering deze relaties het vertrouwen kan geven dat we ze blijven steunen. In het hoofdlijnenakkoord hebben we dan ook gepleit voor een ontkoppeling van de uitgaven voor ontwikkelingssamenwerking en asielopvang, zoals mijn collega mevrouw Hirsch dat ook al gelezen had. Die ontkoppeling is ook gebeurd. Vanaf 2027 zullen alle kosten voor eerstejaars asielopvang boven de 10% van het totale ODA-budget niet meer worden verrekend met de overige ODA-uitgaven. Het bedrag van -2,4 miljard, waar veel partijen van zijn geschrokken — dit bedrag is inmiddels ook gemeengoed geworden in de media — moet dan ook in dit licht worden bezien. De toerekening van eerstejaars asielopvang moet dalen en als dat niet gebeurt, zal dat niet meer ten koste gaan van de overige ODA-uitgaven.

Wat er overblijft aan bezuiniging is inderdaad minder budget in 2027 voor ODA-uitgaven. Dit zal waarschijnlijk betekenen dat het budget voor ontwikkelingssamenwerking niet meer kan meegroeien met de economische groei in Nederland, maar we verwachten vanaf 2027 ook niet meer een daling in euro's. Kan de minister toezeggen deze berekening op basis van de laatste cijfers voor het zomerreces op papier te zetten? Het is volgens ons namelijk van belang dat alle betrokkenen precies begrijpen wat de cijfers zijn.",16
